filename,wdith,height,class,xmin,ymin,xmax,ymax
C1_P04_N1_S5_1.JPG,2973,2448,1,84,2080,240,2380
C1_P04_N1_S5_1.JPG,2973,2448,1,852,644,1012,884
C1_P04_N1_S5_1.JPG,2973,2448,1,856,1144,1020,1392
C1_P04_N1_S5_1.JPG,2973,2448,1,856,1636,1020,1896
C1_P04_N1_S5_1.JPG,2973,2448,1,864,2108,1028,2380
C1_P04_N1_S5_1.JPG,2973,2448,1,992,96,1152,376
C1_P04_N1_S5_1.JPG,2973,2448,2,232,1144,396,1392
C1_P04_N1_S5_1.JPG,2973,2448,2,376,1148,540,1396
C1_P04_N1_S5_1.JPG,2973,2448,2,536,1144,700,1392
C1_P04_N1_S5_1.JPG,2973,2448,2,692,1152,856,1400
C1_P04_N1_S5_1.JPG,2973,2448,2,88,1148,252,1396
C1_P04_N1_S5_1.JPG,2973,2448,5,244,1632,408,1892
C1_P04_N1_S5_1.JPG,2973,2448,5,396,1640,560,1900
C1_P04_N1_S5_1.JPG,2973,2448,5,556,1644,720,1904
C1_P04_N1_S5_1.JPG,2973,2448,5,696,1644,860,1904
C1_P04_N1_S5_1.JPG,2973,2448,11,248,2112,412,2384
C1_P04_N1_S5_1.JPG,2973,2448,11,388,2116,552,2388
C1_P04_N1_S5_1.JPG,2973,2448,11,556,2120,720,2392
C1_P04_N1_S5_2.JPG,2946,2448,1,1040,356,1180,588
C1_P04_N1_S5_2.JPG,2946,2448,1,1044,1244,1176,1460
C1_P04_N1_S5_2.JPG,2946,2448,1,1048,1632,1192,1876
C1_P04_N1_S5_2.JPG,2946,2448,1,1052,820,1192,1036
C1_P04_N1_S5_2.JPG,2946,2448,1,1060,2076,1188,2276
C1_P04_N1_S5_2.JPG,2946,2448,1,1180,1628,1324,1872
C1_P04_N1_S5_2.JPG,2946,2448,1,1180,356,1320,588
C1_P04_N1_S5_2.JPG,2946,2448,1,1184,1248,1316,1464
C1_P04_N1_S5_2.JPG,2946,2448,1,1188,2076,1316,2276
C1_P04_N1_S5_2.JPG,2946,2448,1,1188,824,1328,1040
C1_P04_N1_S5_2.JPG,2946,2448,1,1312,1244,1444,1460
C1_P04_N1_S5_2.JPG,2946,2448,1,1312,1624,1456,1868
C1_P04_N1_S5_2.JPG,2946,2448,1,1320,820,1460,1036
C1_P04_N1_S5_2.JPG,2946,2448,1,1328,2088,1456,2288
C1_P04_N1_S5_2.JPG,2946,2448,1,140,408,248,580
C1_P04_N1_S5_2.JPG,2946,2448,1,1440,1624,1584,1868
C1_P04_N1_S5_2.JPG,2946,2448,1,1444,1212,1580,1444
C1_P04_N1_S5_2.JPG,2946,2448,1,1452,384,1592,596
C1_P04_N1_S5_2.JPG,2946,2448,1,1452,816,1592,1032
C1_P04_N1_S5_2.JPG,2946,2448,1,1456,2096,1584,2296
C1_P04_N1_S5_2.JPG,2946,2448,1,148,824,288,1036
C1_P04_N1_S5_2.JPG,2946,2448,1,1584,1232,1724,1452
C1_P04_N1_S5_2.JPG,2946,2448,1,1592,1644,1728,1876
C1_P04_N1_S5_2.JPG,2946,2448,1,1592,2064,1724,2276
C1_P04_N1_S5_2.JPG,2946,2448,1,1592,820,1732,1036
C1_P04_N1_S5_2.JPG,2946,2448,1,168,2028,296,2260
C1_P04_N1_S5_2.JPG,2946,2448,1,1716,1232,1856,1452
C1_P04_N1_S5_2.JPG,2946,2448,1,1720,1656,1856,1888
C1_P04_N1_S5_2.JPG,2946,2448,1,1720,388,1860,600
C1_P04_N1_S5_2.JPG,2946,2448,1,1728,2064,1860,2276
C1_P04_N1_S5_2.JPG,2946,2448,1,1728,824,1868,1040
C1_P04_N1_S5_2.JPG,2946,2448,1,176,1608,292,1860
C1_P04_N1_S5_2.JPG,2946,2448,1,1844,1652,1980,1884
C1_P04_N1_S5_2.JPG,2946,2448,1,1848,1236,1988,1456
C1_P04_N1_S5_2.JPG,2946,2448,1,1856,820,1996,1036
C1_P04_N1_S5_2.JPG,2946,2448,1,1860,2064,1992,2276
C1_P04_N1_S5_2.JPG,2946,2448,1,1980,816,2120,1032
C1_P04_N1_S5_2.JPG,2946,2448,1,1984,1652,2120,1884
C1_P04_N1_S5_2.JPG,2946,2448,1,1984,2064,2116,2276
C1_P04_N1_S5_2.JPG,2946,2448,1,1988,1232,2128,1452
C1_P04_N1_S5_2.JPG,2946,2448,1,1992,376,2132,588
C1_P04_N1_S5_2.JPG,2946,2448,1,2096,1648,2232,1880
C1_P04_N1_S5_2.JPG,2946,2448,1,2100,1232,2240,1452
C1_P04_N1_S5_2.JPG,2946,2448,1,2108,380,2248,592
C1_P04_N1_S5_2.JPG,2946,2448,1,2116,2060,2248,2272
C1_P04_N1_S5_2.JPG,2946,2448,1,2128,816,2252,1032
C1_P04_N1_S5_2.JPG,2946,2448,1,24,824,164,1036
C1_P04_N1_S5_2.JPG,2946,2448,1,256,400,388,604
C1_P04_N1_S5_2.JPG,2946,2448,1,264,832,404,1044
C1_P04_N1_S5_2.JPG,2946,2448,1,28,416,136,588
C1_P04_N1_S5_2.JPG,2946,2448,1,32,1240,156,1456
C1_P04_N1_S5_2.JPG,2946,2448,1,388,832,528,1044
C1_P04_N1_S5_2.JPG,2946,2448,1,408,384,528,600
C1_P04_N1_S5_2.JPG,2946,2448,1,512,824,652,1036
C1_P04_N1_S5_2.JPG,2946,2448,1,528,376,648,604
C1_P04_N1_S5_2.JPG,2946,2448,1,52,1616,164,1856
C1_P04_N1_S5_2.JPG,2946,2448,1,52,2020,180,2252
C1_P04_N1_S5_2.JPG,2946,2448,1,652,2028,800,2268
C1_P04_N1_S5_2.JPG,2946,2448,1,652,376,772,604
C1_P04_N1_S5_2.JPG,2946,2448,1,660,832,800,1044
C1_P04_N1_S5_2.JPG,2946,2448,1,768,368,908,600
C1_P04_N1_S5_2.JPG,2946,2448,1,788,2036,936,2276
C1_P04_N1_S5_2.JPG,2946,2448,1,788,824,928,1036
C1_P04_N1_S5_2.JPG,2946,2448,1,792,1236,924,1452
C1_P04_N1_S5_2.JPG,2946,2448,1,808,1640,936,1884
C1_P04_N1_S5_2.JPG,2946,2448,1,900,368,1040,600
C1_P04_N1_S5_2.JPG,2946,2448,1,920,1244,1052,1460
C1_P04_N1_S5_2.JPG,2946,2448,1,920,1644,1048,1888
C1_P04_N1_S5_2.JPG,2946,2448,1,920,2040,1068,2268
C1_P04_N1_S5_2.JPG,2946,2448,1,920,800,1048,1036
C1_P04_N1_S5_2.JPG,2946,2448,2,156,1240,288,1456
C1_P04_N1_S5_2.JPG,2946,2448,2,272,1236,404,1452
C1_P04_N1_S5_2.JPG,2946,2448,2,396,1244,528,1460
C1_P04_N1_S5_2.JPG,2946,2448,2,524,1240,656,1456
C1_P04_N1_S5_2.JPG,2946,2448,2,664,1240,796,1456
C1_P04_N1_S5_2.JPG,2946,2448,5,288,1644,412,1848
C1_P04_N1_S5_2.JPG,2946,2448,5,412,1652,536,1856
C1_P04_N1_S5_2.JPG,2946,2448,5,544,1652,668,1856
C1_P04_N1_S5_2.JPG,2946,2448,5,664,1660,788,1864
C1_P04_N1_S5_2.JPG,2946,2448,11,284,2040,412,2272
C1_P04_N1_S5_2.JPG,2946,2448,11,412,2040,552,2260
C1_P04_N1_S5_2.JPG,2946,2448,11,532,2044,672,2264
C1_P04_N2_S3_1.JPG,3191,2448,1,1072,1744,1288,2096
C1_P04_N2_S3_1.JPG,3191,2448,1,1092,1080,1296,1420
C1_P04_N2_S3_1.JPG,3191,2448,1,1096,356,1292,732
C1_P04_N2_S3_1.JPG,3191,2448,1,1284,1732,1500,2084
C1_P04_N2_S3_1.JPG,3191,2448,1,1304,1080,1508,1420
C1_P04_N2_S3_1.JPG,3191,2448,1,1304,396,1508,744
C1_P04_N2_S3_1.JPG,3191,2448,1,1512,1092,1716,1432
C1_P04_N2_S3_1.JPG,3191,2448,1,1524,1732,1740,2084
C1_P04_N2_S3_1.JPG,3191,2448,1,1528,404,1732,752
C1_P04_N2_S3_1.JPG,3191,2448,1,1732,1080,1936,1420
C1_P04_N2_S3_1.JPG,3191,2448,1,1732,1712,1948,2088
C1_P04_N2_S3_1.JPG,3191,2448,1,1752,400,1956,748
C1_P04_N2_S3_1.JPG,3191,2448,1,1940,1720,2156,2096
C1_P04_N2_S3_1.JPG,3191,2448,1,1948,1052,2152,1404
C1_P04_N2_S3_1.JPG,3191,2448,1,1968,396,2172,744
C1_P04_N2_S3_1.JPG,3191,2448,1,2136,1760,2352,2092
C1_P04_N2_S3_1.JPG,3191,2448,1,2160,1076,2364,1428
C1_P04_N2_S3_1.JPG,3191,2448,1,2196,396,2400,744
C1_P04_N2_S3_1.JPG,3191,2448,1,236,412,444,748
C1_P04_N2_S3_1.JPG,3191,2448,1,2372,1764,2588,2096
C1_P04_N2_S3_1.JPG,3191,2448,1,2396,1080,2600,1432
C1_P04_N2_S3_1.JPG,3191,2448,1,2412,404,2624,760
C1_P04_N2_S3_1.JPG,3191,2448,1,2576,1752,2792,2084
C1_P04_N2_S3_1.JPG,3191,2448,1,2592,1076,2796,1428
C1_P04_N2_S3_1.JPG,3191,2448,1,2620,396,2832,752
C1_P04_N2_S3_1.JPG,3191,2448,1,2780,1760,2996,2092
C1_P04_N2_S3_1.JPG,3191,2448,1,2812,1080,3016,1432
C1_P04_N2_S3_1.JPG,3191,2448,1,2824,396,3036,752
C1_P04_N2_S3_1.JPG,3191,2448,1,2972,1756,3188,2088
C1_P04_N2_S3_1.JPG,3191,2448,1,3008,1072,3188,1424
C1_P04_N2_S3_1.JPG,3191,2448,1,3028,400,3184,756
C1_P04_N2_S3_1.JPG,3191,2448,1,40,396,248,732
C1_P04_N2_S3_1.JPG,3191,2448,1,444,400,652,736
C1_P04_N2_S3_1.JPG,3191,2448,1,656,392,864,728
C1_P04_N2_S3_1.JPG,3191,2448,1,872,1088,1076,1428
C1_P04_N2_S3_1.JPG,3191,2448,1,872,1748,1088,2100
C1_P04_N2_S3_1.JPG,3191,2448,1,892,396,1100,732
C1_P04_N2_S3_1.JPG,3191,2448,2,236,1064,432,1396
C1_P04_N2_S3_1.JPG,3191,2448,2,36,1068,232,1400
C1_P04_N2_S3_1.JPG,3191,2448,2,444,1072,640,1404
C1_P04_N2_S3_1.JPG,3191,2448,2,656,1080,860,1420
C1_P04_N2_S3_1.JPG,3191,2448,5,248,1728,464,2080
C1_P04_N2_S3_1.JPG,3191,2448,5,456,1732,672,2084
C1_P04_N2_S3_1.JPG,3191,2448,5,52,1716,248,2068
C1_P04_N2_S3_1.JPG,3191,2448,5,668,1728,884,2080
C1_P04_N2_S4_1.JPG,3264,2448,1,1036,208,1260,528
C1_P04_N2_S4_1.JPG,3264,2448,1,1036,840,1244,1172
C1_P04_N2_S4_1.JPG,3264,2448,1,104,1996,304,2344
C1_P04_N2_S4_1.JPG,3264,2448,1,1060,1452,1248,1776
C1_P04_N2_S4_1.JPG,3264,2448,1,1068,2024,1284,2376
C1_P04_N2_S4_1.JPG,3264,2448,1,112,1400,312,1748
C1_P04_N2_S4_1.JPG,3264,2448,1,1236,156,1428,524
C1_P04_N2_S4_1.JPG,3264,2448,1,1236,844,1444,1176
C1_P04_N2_S4_1.JPG,3264,2448,1,1244,1460,1432,1784
C1_P04_N2_S4_1.JPG,3264,2448,1,1248,2024,1444,2348
C1_P04_N2_S4_1.JPG,3264,2448,1,1436,844,1644,1176
C1_P04_N2_S4_1.JPG,3264,2448,1,1444,188,1644,524
C1_P04_N2_S4_1.JPG,3264,2448,1,1448,1424,1636,1776
C1_P04_N2_S4_1.JPG,3264,2448,1,1448,2064,1644,2388
C1_P04_N2_S4_1.JPG,3264,2448,1,1632,840,1840,1172
C1_P04_N2_S4_1.JPG,3264,2448,1,1640,2068,1836,2392
C1_P04_N2_S4_1.JPG,3264,2448,1,1652,1424,1840,1776
C1_P04_N2_S4_1.JPG,3264,2448,1,1652,208,1852,544
C1_P04_N2_S4_1.JPG,3264,2448,1,1828,836,2036,1168
C1_P04_N2_S4_1.JPG,3264,2448,1,1840,196,2040,532
C1_P04_N2_S4_1.JPG,3264,2448,1,1848,1408,2048,1764
C1_P04_N2_S4_1.JPG,3264,2448,1,1856,2080,2052,2404
C1_P04_N2_S4_1.JPG,3264,2448,1,2016,804,2224,1156
C1_P04_N2_S4_1.JPG,3264,2448,1,2036,1416,2236,1772
C1_P04_N2_S4_1.JPG,3264,2448,1,2040,2064,2236,2388
C1_P04_N2_S4_1.JPG,3264,2448,1,2056,196,2256,532
C1_P04_N2_S4_1.JPG,3264,2448,1,2232,1464,2420,1772
C1_P04_N2_S4_1.JPG,3264,2448,1,2232,2064,2428,2388
C1_P04_N2_S4_1.JPG,3264,2448,1,2248,832,2448,1156
C1_P04_N2_S4_1.JPG,3264,2448,1,2256,188,2456,524
C1_P04_N2_S4_1.JPG,3264,2448,1,2432,2060,2628,2384
C1_P04_N2_S4_1.JPG,3264,2448,1,2436,1452,2640,1780
C1_P04_N2_S4_1.JPG,3264,2448,1,2444,832,2644,1156
C1_P04_N2_S4_1.JPG,3264,2448,1,2472,192,2672,528
C1_P04_N2_S4_1.JPG,3264,2448,1,248,212,472,532
C1_P04_N2_S4_1.JPG,3264,2448,1,2624,1444,2828,1772
C1_P04_N2_S4_1.JPG,3264,2448,1,2632,2056,2828,2380
C1_P04_N2_S4_1.JPG,3264,2448,1,2648,836,2848,1160
C1_P04_N2_S4_1.JPG,3264,2448,1,2664,184,2864,520
C1_P04_N2_S4_1.JPG,3264,2448,1,2824,1440,3028,1768
C1_P04_N2_S4_1.JPG,3264,2448,1,2828,2052,3024,2376
C1_P04_N2_S4_1.JPG,3264,2448,1,2844,824,3044,1148
C1_P04_N2_S4_1.JPG,3264,2448,1,2852,180,3052,516
C1_P04_N2_S4_1.JPG,3264,2448,1,292,2036,504,2352
C1_P04_N2_S4_1.JPG,3264,2448,1,3004,1428,3208,1756
C1_P04_N2_S4_1.JPG,3264,2448,1,3016,2052,3212,2376
C1_P04_N2_S4_1.JPG,3264,2448,1,3028,816,3228,1140
C1_P04_N2_S4_1.JPG,3264,2448,1,3044,188,3244,524
C1_P04_N2_S4_1.JPG,3264,2448,1,40,204,264,524
C1_P04_N2_S4_1.JPG,3264,2448,1,436,212,660,532
C1_P04_N2_S4_1.JPG,3264,2448,1,488,2048,700,2364
C1_P04_N2_S4_1.JPG,3264,2448,1,620,200,844,520
C1_P04_N2_S4_1.JPG,3264,2448,1,676,2040,888,2356
C1_P04_N2_S4_1.JPG,3264,2448,1,836,212,1060,532
C1_P04_N2_S4_1.JPG,3264,2448,1,860,2004,1076,2356
C1_P04_N2_S4_1.JPG,3264,2448,2,260,828,468,1160
C1_P04_N2_S4_1.JPG,3264,2448,2,440,832,648,1164
C1_P04_N2_S4_1.JPG,3264,2448,2,640,836,848,1168
C1_P04_N2_S4_1.JPG,3264,2448,2,80,828,288,1160
C1_P04_N2_S4_1.JPG,3264,2448,2,840,832,1048,1164
C1_P04_N2_S4_1.JPG,3264,2448,5,300,1432,488,1756
C1_P04_N2_S4_1.JPG,3264,2448,5,496,1448,684,1772
C1_P04_N2_S4_1.JPG,3264,2448,5,672,1448,860,1772
C1_P04_N2_S4_1.JPG,3264,2448,5,852,1456,1040,1780
C1_P04_N3_S2_1.JPG,3264,1996,1,1016,508,1276,904
C1_P04_N3_S2_1.JPG,3264,1996,1,1032,1236,1296,1656
C1_P04_N3_S2_1.JPG,3264,1996,1,1256,508,1516,904
C1_P04_N3_S2_1.JPG,3264,1996,1,1268,1248,1532,1668
C1_P04_N3_S2_1.JPG,3264,1996,1,1512,508,1772,904
C1_P04_N3_S2_1.JPG,3264,1996,1,1516,1216,1780,1668
C1_P04_N3_S2_1.JPG,3264,1996,1,1756,472,2016,884
C1_P04_N3_S2_1.JPG,3264,1996,1,1760,1224,2024,1676
C1_P04_N3_S2_1.JPG,3264,1996,1,2004,1288,2248,1660
C1_P04_N3_S2_1.JPG,3264,1996,1,2012,508,2272,892
C1_P04_N3_S2_1.JPG,3264,1996,1,2244,512,2504,896
C1_P04_N3_S2_1.JPG,3264,1996,1,2256,1268,2500,1640
C1_P04_N3_S2_1.JPG,3264,1996,1,2484,1268,2728,1640
C1_P04_N3_S2_1.JPG,3264,1996,1,2492,512,2752,896
C1_P04_N3_S2_1.JPG,3264,1996,1,2716,1272,2960,1644
C1_P04_N3_S2_1.JPG,3264,1996,1,2736,508,2996,892
C1_P04_N3_S2_1.JPG,3264,1996,1,2944,1268,3188,1640
C1_P04_N3_S2_1.JPG,3264,1996,1,2972,512,3232,896
C1_P04_N3_S2_1.JPG,3264,1996,1,532,516,804,896
C1_P04_N3_S2_1.JPG,3264,1996,1,572,1272,816,1656
C1_P04_N3_S2_1.JPG,3264,1996,1,788,512,1060,892
C1_P04_N3_S2_1.JPG,3264,1996,1,808,1276,1052,1660
C1_P04_N3_S2_1.JPG,3264,1996,2,288,512,560,892
C1_P04_N3_S2_1.JPG,3264,1996,2,40,512,312,892
C1_P04_N3_S2_1.JPG,3264,1996,5,100,1264,344,1648
C1_P04_N3_S2_1.JPG,3264,1996,5,332,1272,576,1656
C1_P04_N3_S3_1.JPG,3264,2448,1,1048,1160,1256,1488
C1_P04_N3_S3_1.JPG,3264,2448,1,1052,488,1260,808
C1_P04_N3_S3_1.JPG,3264,2448,1,1060,1772,1284,2124
C1_P04_N3_S3_1.JPG,3264,2448,1,1260,1120,1476,1500
C1_P04_N3_S3_1.JPG,3264,2448,1,1264,488,1472,828
C1_P04_N3_S3_1.JPG,3264,2448,1,1272,1816,1496,2168
C1_P04_N3_S3_1.JPG,3264,2448,1,1468,1824,1692,2176
C1_P04_N3_S3_1.JPG,3264,2448,1,1480,1128,1696,1508
C1_P04_N3_S3_1.JPG,3264,2448,1,1480,488,1688,828
C1_P04_N3_S3_1.JPG,3264,2448,1,1688,1112,1904,1492
C1_P04_N3_S3_1.JPG,3264,2448,1,1692,1820,1916,2172
C1_P04_N3_S3_1.JPG,3264,2448,1,1700,496,1908,836
C1_P04_N3_S3_1.JPG,3264,2448,1,1904,1132,2120,1512
C1_P04_N3_S3_1.JPG,3264,2448,1,1904,1820,2128,2172
C1_P04_N3_S3_1.JPG,3264,2448,1,1924,436,2120,824
C1_P04_N3_S3_1.JPG,3264,2448,1,2116,1184,2316,1516
C1_P04_N3_S3_1.JPG,3264,2448,1,2120,1808,2332,2160
C1_P04_N3_S3_1.JPG,3264,2448,1,2124,496,2344,840
C1_P04_N3_S3_1.JPG,3264,2448,1,2308,1820,2520,2172
C1_P04_N3_S3_1.JPG,3264,2448,1,2328,1168,2528,1500
C1_P04_N3_S3_1.JPG,3264,2448,1,2344,496,2564,840
C1_P04_N3_S3_1.JPG,3264,2448,1,2524,1808,2736,2160
C1_P04_N3_S3_1.JPG,3264,2448,1,2540,1172,2740,1504
C1_P04_N3_S3_1.JPG,3264,2448,1,2556,492,2776,836
C1_P04_N3_S3_1.JPG,3264,2448,1,2728,1804,2940,2156
C1_P04_N3_S3_1.JPG,3264,2448,1,2744,1172,2944,1504
C1_P04_N3_S3_1.JPG,3264,2448,1,2768,496,2988,840
C1_P04_N3_S3_1.JPG,3264,2448,1,2952,1168,3152,1500
C1_P04_N3_S3_1.JPG,3264,2448,1,2952,1808,3164,2160
C1_P04_N3_S3_1.JPG,3264,2448,1,2964,484,3184,828
C1_P04_N3_S3_1.JPG,3264,2448,1,640,1756,864,2092
C1_P04_N3_S3_1.JPG,3264,2448,1,848,1164,1040,1484
C1_P04_N3_S3_1.JPG,3264,2448,1,852,496,1060,816
C1_P04_N3_S3_1.JPG,3264,2448,1,860,1772,1084,2124
C1_P04_N3_S3_1.JPG,3264,2448,2,200,488,408,808
C1_P04_N3_S3_1.JPG,3264,2448,2,412,484,620,804
C1_P04_N3_S3_1.JPG,3264,2448,2,624,492,832,812
C1_P04_N3_S3_1.JPG,3264,2448,2,8,480,204,836
C1_P04_N3_S3_1.JPG,3264,2448,5,232,1152,424,1472
C1_P04_N3_S3_1.JPG,3264,2448,5,36,1144,228,1464
C1_P04_N3_S3_1.JPG,3264,2448,5,440,1156,632,1476
C1_P04_N3_S3_1.JPG,3264,2448,5,648,1168,840,1488
C1_P04_N3_S3_1.JPG,3264,2448,11,236,1792,436,2124
C1_P04_N3_S3_1.JPG,3264,2448,11,448,1804,648,2136
C1_P04_N3_S3_1.JPG,3264,2448,11,52,1772,252,2104
C1_P04_N4_S2_1.JPG,3264,1810,1,112,284,364,700
C1_P04_N4_S2_1.JPG,3264,1810,1,1140,228,1392,696
C1_P04_N4_S2_1.JPG,3264,1810,1,1144,1064,1408,1472
C1_P04_N4_S2_1.JPG,3264,1810,1,1392,216,1644,684
C1_P04_N4_S2_1.JPG,3264,1810,1,1400,1060,1664,1468
C1_P04_N4_S2_1.JPG,3264,1810,1,148,996,424,1440
C1_P04_N4_S2_1.JPG,3264,1810,1,1648,216,1900,684
C1_P04_N4_S2_1.JPG,3264,1810,1,1652,1060,1916,1468
C1_P04_N4_S2_1.JPG,3264,1810,1,1892,1052,2156,1460
C1_P04_N4_S2_1.JPG,3264,1810,1,1900,268,2136,692
C1_P04_N4_S2_1.JPG,3264,1810,1,2136,1052,2400,1460
C1_P04_N4_S2_1.JPG,3264,1810,1,2148,268,2404,692
C1_P04_N4_S2_1.JPG,3264,1810,1,2400,1044,2648,1440
C1_P04_N4_S2_1.JPG,3264,1810,1,2404,276,2660,700
C1_P04_N4_S2_1.JPG,3264,1810,1,2640,1036,2888,1432
C1_P04_N4_S2_1.JPG,3264,1810,1,2652,260,2908,684
C1_P04_N4_S2_1.JPG,3264,1810,1,2884,1024,3132,1420
C1_P04_N4_S2_1.JPG,3264,1810,1,2896,264,3152,648
C1_P04_N4_S2_1.JPG,3264,1810,1,368,272,620,688
C1_P04_N4_S2_1.JPG,3264,1810,1,420,1008,668,1436
C1_P04_N4_S2_1.JPG,3264,1810,1,616,276,868,692
C1_P04_N4_S2_1.JPG,3264,1810,1,652,1020,900,1448
C1_P04_N4_S2_1.JPG,3264,1810,1,888,216,1140,684
C1_P04_N4_S2_1.JPG,3264,1810,1,900,1068,1164,1476
C1_P05_N1_S3_1.JPG,3264,2448,1,1024,684,1252,1004
C1_P05_N1_S3_1.JPG,3264,2448,1,1052,1876,1276,2224
C1_P05_N1_S3_1.JPG,3264,2448,1,1064,1276,1300,1588
C1_P05_N1_S3_1.JPG,3264,2448,1,1440,1284,1676,1596
C1_P05_N1_S3_1.JPG,3264,2448,1,1452,640,1680,1000
C1_P05_N1_S3_1.JPG,3264,2448,1,148,1288,384,1600
C1_P05_N1_S3_1.JPG,3264,2448,1,152,1868,376,2252
C1_P05_N1_S3_1.JPG,3264,2448,1,164,700,392,1020
C1_P05_N1_S3_1.JPG,3264,2448,1,1656,644,1884,1004
C1_P05_N1_S3_1.JPG,3264,2448,1,1668,1276,1904,1588
C1_P05_N1_S3_1.JPG,3264,2448,1,2052,1260,2288,1572
C1_P05_N1_S3_1.JPG,3264,2448,1,2072,644,2300,1004
C1_P05_N1_S3_1.JPG,3264,2448,1,2284,1268,2520,1580
C1_P05_N1_S3_1.JPG,3264,2448,1,2300,652,2500,1012
C1_P05_N1_S3_1.JPG,3264,2448,1,2488,676,2700,996
C1_P05_N1_S3_1.JPG,3264,2448,1,2520,1228,2712,1580
C1_P05_N1_S3_1.JPG,3264,2448,1,2700,684,2912,1004
C1_P05_N1_S3_1.JPG,3264,2448,1,2708,1256,2932,1576
C1_P05_N1_S3_1.JPG,3264,2448,1,2912,1248,3136,1568
C1_P05_N1_S3_1.JPG,3264,2448,1,2944,656,3156,976
C1_P05_N1_S3_1.JPG,3264,2448,1,2948,1856,3172,2172
C1_P05_N1_S3_1.JPG,3264,2448,1,368,708,596,1028
C1_P05_N1_S3_1.JPG,3264,2448,1,388,1864,612,2248
C1_P05_N1_S3_1.JPG,3264,2448,1,404,1288,640,1600
C1_P05_N1_S3_1.JPG,3264,2448,1,608,696,836,1016
C1_P05_N1_S3_1.JPG,3264,2448,1,624,1284,860,1596
C1_P05_N1_S3_1.JPG,3264,2448,1,624,1848,848,2232
C1_P05_N1_S3_1.JPG,3264,2448,1,828,1280,1064,1592
C1_P05_N1_S3_1.JPG,3264,2448,1,828,692,1056,1012
C1_P05_N1_S3_1.JPG,3264,2448,1,832,1892,1056,2240
C1_P05_N1_S3_1.JPG,3264,2448,2,1468,1868,1692,2216
C1_P05_N1_S3_1.JPG,3264,2448,2,1696,1856,1920,2204
C1_P05_N1_S3_1.JPG,3264,2448,2,2096,1848,2320,2196
C1_P05_N1_S3_1.JPG,3264,2448,2,2300,1880,2524,2192
C1_P05_N1_S3_1.JPG,3264,2448,2,2512,1864,2736,2180
C1_P05_N1_S3_1.JPG,3264,2448,2,2720,1848,2944,2164
C1_P05_N1_S3_2.JPG,3264,2213,1,1008,1620,1240,1960
C1_P05_N1_S3_2.JPG,3264,2213,1,1012,996,1256,1324
C1_P05_N1_S3_2.JPG,3264,2213,1,1432,348,1648,716
C1_P05_N1_S3_2.JPG,3264,2213,1,1436,996,1652,1324
C1_P05_N1_S3_2.JPG,3264,2213,1,1640,1008,1856,1336
C1_P05_N1_S3_2.JPG,3264,2213,1,1656,344,1872,712
C1_P05_N1_S3_2.JPG,3264,2213,1,2060,992,2276,1320
C1_P05_N1_S3_2.JPG,3264,2213,1,2092,348,2308,716
C1_P05_N1_S3_2.JPG,3264,2213,1,2280,996,2496,1324
C1_P05_N1_S3_2.JPG,3264,2213,1,2304,348,2520,716
C1_P05_N1_S3_2.JPG,3264,2213,1,2496,956,2720,1316
C1_P05_N1_S3_2.JPG,3264,2213,1,2500,388,2712,708
C1_P05_N1_S3_2.JPG,3264,2213,1,2708,988,2928,1316
C1_P05_N1_S3_2.JPG,3264,2213,1,2732,392,2944,712
C1_P05_N1_S3_2.JPG,3264,2213,1,2924,972,3144,1300
C1_P05_N1_S3_2.JPG,3264,2213,1,2944,1600,3176,1940
C1_P05_N1_S3_2.JPG,3264,2213,1,2964,380,3176,700
C1_P05_N1_S3_2.JPG,3264,2213,1,324,1584,556,1984
C1_P05_N1_S3_2.JPG,3264,2213,1,324,404,564,732
C1_P05_N1_S3_2.JPG,3264,2213,1,328,1008,572,1336
C1_P05_N1_S3_2.JPG,3264,2213,1,552,396,764,724
C1_P05_N1_S3_2.JPG,3264,2213,1,560,996,804,1324
C1_P05_N1_S3_2.JPG,3264,2213,1,572,1580,804,1980
C1_P05_N1_S3_2.JPG,3264,2213,1,772,404,984,732
C1_P05_N1_S3_2.JPG,3264,2213,1,788,1004,1032,1332
C1_P05_N1_S3_2.JPG,3264,2213,1,796,1636,1028,1976
C1_P05_N1_S3_2.JPG,3264,2213,1,88,392,328,736
C1_P05_N1_S3_2.JPG,3264,2213,1,92,1008,336,1336
C1_P05_N1_S3_2.JPG,3264,2213,1,92,1592,324,1992
C1_P05_N1_S3_2.JPG,3264,2213,1,996,388,1208,716
C1_P05_N1_S3_2.JPG,3264,2213,2,1440,1612,1672,1952
C1_P05_N1_S3_2.JPG,3264,2213,2,1660,1604,1892,1944
C1_P05_N1_S3_2.JPG,3264,2213,2,2076,1604,2308,1944
C1_P05_N1_S3_2.JPG,3264,2213,2,2272,1608,2504,1948
C1_P05_N1_S3_2.JPG,3264,2213,2,2496,1612,2728,1952
C1_P05_N1_S3_2.JPG,3264,2213,2,2716,1604,2948,1944
C1_P05_N1_S4_1.JPG,3264,2448,1,1028,2040,1252,2400
C1_P05_N1_S4_1.JPG,3264,2448,1,1036,232,1244,560
C1_P05_N1_S4_1.JPG,3264,2448,1,1044,844,1284,1160
C1_P05_N1_S4_1.JPG,3264,2448,1,1060,1428,1276,1784
C1_P05_N1_S4_1.JPG,3264,2448,1,132,836,372,1152
